type,properties_in_map,properties_id,geometry_type,coordinatex1,coordinatey1,coordinatex2,coordinatey2,coordinatex3,coordinatey3,coordinatex4,coordinatey4,coordinatex5,coordinatey5
Feature,True,662,Polygon,59324,4986,59324,4987,59323,4987,59323,4986,59324,4986
Feature,True,663,Polygon,59324,4987,59324,4989,59323,4989,59323,4987,59324,4987
Feature,True,664,Polygon,59324,4989,59324,4990,59323,4990,59323,4989,59324,4989
Feature,True,665,Polygon,59324,4990,59324,4991,59323,4991,59323,4990,59324,4990
Feature,True,666,Polygon,59324,4991,59324,4992,59323,4992,59323,4991,59324,4991
Feature,True,667,Polygon,59324,4992,59324,4993,59323,4993,59323,4992,59324,4992
Feature,True,668,Polygon,59324,4993,59324,4995,59323,4995,59323,4993,59324,4993
Feature,True,669,Polygon,59324,4995,59324,4996,59323,4996,59323,4995,59324,4995
Feature,True,670,Polygon,59324,4996,59324,4997,59323,4997,59323,4996,59324,4996
Feature,True,671,Polygon,59324,4997,59324,4998,59323,4998,59323,4997,59324,4997
Feature,True,672,Polygon,59324,4998,59324,5000,59323,5000,59323,4998,59324,4998
Feature,True,673,Polygon,59324,5000,59324,5001,59323,5001,59323,5000,59324,5000
Feature,True,674,Polygon,59324,5001,59324,5002,59323,5002,59323,5001,59324,5001
Feature,True,675,Polygon,59324,5002,59324,5003,59323,5003,59323,5002,59324,5002
Feature,True,676,Polygon,59324,5003,59324,5004,59323,5004,59323,5003,59324,5003
Feature,True,677,Polygon,59324,5004,59324,5006,59323,5006,59323,5004,59324,5004
Feature,True,678,Polygon,59324,5006,59324,5007,59323,5007,59323,5006,59324,5006
Feature,True,679,Polygon,59324,5007,59324,5008,59323,5008,59323,5007,59324,5007
Feature,True,680,Polygon,59323,4955,59323,4956,59322,4956,59322,4955,59323,4955
Feature,True,681,Polygon,59323,4956,59323,4957,59322,4957,59322,4956,59323,4956
Feature,True,682,Polygon,59323,4957,59323,4959,59322,4959,59322,4957,59323,4957
Feature,True,683,Polygon,59323,4959,59323,4960,59322,4960,59322,4959,59323,4959
Feature,True,684,Polygon,59323,4960,59323,4961,59322,4961,59322,4960,59323,4960
Feature,True,685,Polygon,59323,4961,59323,4962,59322,4962,59322,4961,59323,4961
Feature,True,686,Polygon,59323,4962,59323,4963,59322,4963,59322,4962,59323,4962
Feature,True,687,Polygon,59323,4963,59323,4965,59322,4965,59322,4963,59323,4963
Feature,True,688,Polygon,59323,4965,59323,4966,59322,4966,59322,4965,59323,4965
Feature,True,689,Polygon,59323,4966,59323,4967,59322,4967,59322,4966,59323,4966
Feature,True,690,Polygon,59323,4967,59323,4968,59322,4968,59322,4967,59323,4967
Feature,True,691,Polygon,59323,4968,59323,4969,59322,4969,59322,4968,59323,4968
Feature,True,692,Polygon,59323,4969,59323,4971,59322,4971,59322,4969,59323,4969
Feature,True,693,Polygon,59323,4971,59323,4972,59322,4972,59322,4971,59323,4971
Feature,True,694,Polygon,59323,4972,59323,4973,59322,4973,59322,4972,59323,4972
Feature,True,695,Polygon,59323,4973,59323,4974,59322,4974,59322,4973,59323,4973
Feature,True,696,Polygon,59323,4974,59323,4975,59322,4975,59322,4974,59323,4974
Feature,True,697,Polygon,59323,4975,59323,4977,59322,4977,59322,4975,59323,4975
Feature,True,698,Polygon,59323,4977,59323,4978,59322,4978,59322,4977,59323,4977
Feature,True,699,Polygon,59323,4978,59323,4979,59322,4979,59322,4978,59323,4978
Feature,True,700,Polygon,59323,4979,59323,4980,59322,4980,59322,4979,59323,4979
Feature,True,701,Polygon,59323,4980,59323,4981,59322,4981,59322,4980,59323,4980
Feature,True,702,Polygon,59323,4981,59323,4983,59322,4983,59322,4981,59323,4981
Feature,True,703,Polygon,59323,4983,59323,4984,59322,4984,59322,4983,59323,4983
Feature,True,704,Polygon,59323,4984,59323,4985,59322,4985,59322,4984,59323,4984
Feature,True,705,Polygon,59323,4985,59323,4986,59322,4986,59322,4985,59323,4985
Feature,True,706,Polygon,59323,4986,59323,4987,59322,4987,59322,4986,59323,4986
Feature,True,707,Polygon,59323,4987,59323,4989,59322,4989,59322,4987,59323,4987
Feature,True,708,Polygon,59323,4989,59323,4990,59322,4990,59322,4989,59323,4989
Feature,True,709,Polygon,59323,4990,59323,4991,59322,4991,59322,4990,59323,4990
Feature,True,710,Polygon,59323,4991,59323,4992,59322,4992,59322,4991,59323,4991
Feature,True,711,Polygon,59323,4992,59323,4993,59322,4993,59322,4992,59323,4992
Feature,True,712,Polygon,59323,4993,59323,4995,59322,4995,59322,4993,59323,4993
Feature,True,713,Polygon,59323,4995,59323,4996,59322,4996,59322,4995,59323,4995
Feature,True,714,Polygon,59323,4996,59323,4997,59322,4997,59322,4996,59323,4996
Feature,True,715,Polygon,59323,4997,59323,4998,59322,4998,59322,4997,59323,4997
Feature,True,716,Polygon,59323,4998,59323,5000,59322,5000,59322,4998,59323,4998
Feature,True,717,Polygon,59323,5000,59323,5001,59322,5001,59322,5000,59323,5000
Feature,True,718,Polygon,59323,5001,59323,5002,59322,5002,59322,5001,59323,5001
Feature,True,719,Polygon,59323,5002,59323,5003,59322,5003,59322,5002,59323,5002
Feature,True,720,Polygon,59323,5003,59323,5004,59322,5004,59322,5003,59323,5003
Feature,True,721,Polygon,59323,5004,59323,5006,59322,5006,59322,5004,59323,5004
Feature,True,722,Polygon,59323,5006,59323,5007,59322,5007,59322,5006,59323,5006
Feature,True,723,Polygon,59323,5007,59323,5008,59322,5008,59322,5007,59323,5007
Feature,True,724,Polygon,59322,4955,59322,4956,59320,4956,59320,4955,59322,4955
Feature,True,725,Polygon,59322,4956,59322,4957,59320,4957,59320,4956,59322,4956
Feature,True,726,Polygon,59322,4957,59322,4959,59320,4959,59320,4957,59322,4957
Feature,True,727,Polygon,59322,4959,59322,4960,59320,4960,59320,4959,59322,4959
Feature,True,728,Polygon,59322,4960,59322,4961,59320,4961,59320,4960,59322,4960
Feature,True,729,Polygon,59322,4961,59322,4962,59320,4962,59320,4961,59322,4961
Feature,True,730,Polygon,59322,4962,59322,4963,59320,4963,59320,4962,59322,4962
Feature,True,731,Polygon,59322,4963,59322,4965,59320,4965,59320,4963,59322,4963
Feature,True,732,Polygon,59322,4965,59322,4966,59320,4966,59320,4965,59322,4965
Feature,True,733,Polygon,59322,4966,59322,4967,59320,4967,59320,4966,59322,4966
Feature,True,734,Polygon,59322,4967,59322,4968,59320,4968,59320,4967,59322,4967
Feature,True,735,Polygon,59322,4968,59322,4969,59320,4969,59320,4968,59322,4968
Feature,True,736,Polygon,59322,4969,59322,4971,59320,4971,59320,4969,59322,4969
Feature,True,737,Polygon,59322,4971,59322,4972,59320,4972,59320,4971,59322,4971
Feature,True,738,Polygon,59322,4972,59322,4973,59320,4973,59320,4972,59322,4972
Feature,True,739,Polygon,59322,4973,59322,4974,59320,4974,59320,4973,59322,4973
Feature,True,740,Polygon,59322,4974,59322,4975,59320,4975,59320,4974,59322,4974
Feature,True,741,Polygon,59322,4975,59322,4977,59320,4977,59320,4975,59322,4975
Feature,True,742,Polygon,59322,4977,59322,4978,59320,4978,59320,4977,59322,4977
Feature,True,743,Polygon,59322,4978,59322,4979,59320,4979,59320,4978,59322,4978
Feature,True,744,Polygon,59322,4979,59322,4980,59320,4980,59320,4979,59322,4979
Feature,True,745,Polygon,59322,4980,59322,4981,59320,4981,59320,4980,59322,4980
Feature,True,746,Polygon,59322,4981,59322,4983,59320,4983,59320,4981,59322,4981
Feature,True,747,Polygon,59322,4983,59322,4984,59320,4984,59320,4983,59322,4983
Feature,True,748,Polygon,59322,4984,59322,4985,59320,4985,59320,4984,59322,4984
Feature,True,749,Polygon,59322,4985,59322,4986,59320,4986,59320,4985,59322,4985
Feature,True,750,Polygon,59322,4986,59322,4987,59320,4987,59320,4986,59322,4986
Feature,True,751,Polygon,59322,4987,59322,4989,59320,4989,59320,4987,59322,4987
Feature,True,752,Polygon,59322,4989,59322,4990,59320,4990,59320,4989,59322,4989
Feature,True,753,Polygon,59322,4990,59322,4991,59320,4991,59320,4990,59322,4990
Feature,True,754,Polygon,59322,4991,59322,4992,59320,4992,59320,4991,59322,4991
Feature,True,755,Polygon,59322,4992,59322,4993,59320,4993,59320,4992,59322,4992
Feature,True,756,Polygon,59322,4993,59322,4995,59320,4995,59320,4993,59322,4993
Feature,True,757,Polygon,59322,4995,59322,4996,59320,4996,59320,4995,59322,4995
Feature,True,758,Polygon,59322,4996,59322,4997,59320,4997,59320,4996,59322,4996
Feature,True,759,Polygon,59322,4997,59322,4998,59320,4998,59320,4997,59322,4997
Feature,True,760,Polygon,59322,4998,59322,5000,59320,5000,59320,4998,59322,4998
Feature,True,761,Polygon,59322,5000,59322,5001,59320,5001,59320,5000,59322,5000
Feature,True,762,Polygon,59322,5001,59322,5002,59320,5002,59320,5001,59322,5001
Feature,True,763,Polygon,59322,5002,59322,5003,59320,5003,59320,5002,59322,5002
Feature,True,764,Polygon,59322,5003,59322,5004,59320,5004,59320,5003,59322,5003
Feature,True,765,Polygon,59322,5004,59322,5006,59320,5006,59320,5004,59322,5004
Feature,True,766,Polygon,59322,5006,59322,5007,59320,5007,59320,5006,59322,5006
Feature,True,767,Polygon,59320,4955,59320,4956,59319,4956,59319,4955,59320,4955
Feature,True,768,Polygon,59320,4956,59320,4957,59319,4957,59319,4956,59320,4956
Feature,True,769,Polygon,59320,4957,59320,4959,59319,4959,59319,4957,59320,4957
Feature,True,770,Polygon,59320,4959,59320,4960,59319,4960,59319,4959,59320,4959
Feature,True,771,Polygon,59320,4960,59320,4961,59319,4961,59319,4960,59320,4960
Feature,True,772,Polygon,59320,4961,59320,4962,59319,4962,59319,4961,59320,4961
Feature,True,773,Polygon,59320,4962,59320,4963,59319,4963,59319,4962,59320,4962
Feature,True,774,Polygon,59320,4963,59320,4965,59319,4965,59319,4963,59320,4963
Feature,True,775,Polygon,59320,4965,59320,4966,59319,4966,59319,4965,59320,4965
Feature,True,776,Polygon,59320,4966,59320,4967,59319,4967,59319,4966,59320,4966
Feature,True,777,Polygon,59320,4967,59320,4968,59319,4968,59319,4967,59320,4967
Feature,True,778,Polygon,59320,4968,59320,4969,59319,4969,59319,4968,59320,4968
Feature,True,779,Polygon,59320,4969,59320,4971,59319,4971,59319,4969,59320,4969
Feature,True,780,Polygon,59320,4971,59320,4972,59319,4972,59319,4971,59320,4971
Feature,True,781,Polygon,59320,4972,59320,4973,59319,4973,59319,4972,59320,4972
Feature,True,782,Polygon,59320,4973,59320,4974,59319,4974,59319,4973,59320,4973
Feature,True,783,Polygon,59320,4974,59320,4975,59319,4975,59319,4974,59320,4974
Feature,True,784,Polygon,59320,4975,59320,4977,59319,4977,59319,4975,59320,4975
Feature,True,785,Polygon,59320,4977,59320,4978,59319,4978,59319,4977,59320,4977
Feature,True,786,Polygon,59320,4978,59320,4979,59319,4979,59319,4978,59320,4978
Feature,True,787,Polygon,59320,4979,59320,4980,59319,4980,59319,4979,59320,4979
Feature,True,788,Polygon,59320,4980,59320,4981,59319,4981,59319,4980,59320,4980
Feature,True,789,Polygon,59320,4981,59320,4983,59319,4983,59319,4981,59320,4981
Feature,True,790,Polygon,59320,4983,59320,4984,59319,4984,59319,4983,59320,4983
Feature,True,791,Polygon,59320,4984,59320,4985,59319,4985,59319,4984,59320,4984
Feature,True,792,Polygon,59320,4985,59320,4986,59319,4986,59319,4985,59320,4985
Feature,True,793,Polygon,59320,4986,59320,4987,59319,4987,59319,4986,59320,4986
Feature,True,794,Polygon,59320,4987,59320,4989,59319,4989,59319,4987,59320,4987
Feature,True,795,Polygon,59320,4989,59320,4990,59319,4990,59319,4989,59320,4989
Feature,True,796,Polygon,59320,4990,59320,4991,59319,4991,59319,4990,59320,4990
Feature,True,797,Polygon,59320,4991,59320,4992,59319,4992,59319,4991,59320,4991
Feature,True,798,Polygon,59320,4992,59320,4993,59319,4993,59319,4992,59320,4992
Feature,True,799,Polygon,59320,4993,59320,4995,59319,4995,59319,4993,59320,4993
Feature,True,800,Polygon,59320,4995,59320,4996,59319,4996,59319,4995,59320,4995
Feature,True,801,Polygon,59320,4996,59320,4997,59319,4997,59319,4996,59320,4996
Feature,True,802,Polygon,59320,4997,59320,4998,59319,4998,59319,4997,59320,4997
Feature,True,803,Polygon,59320,4998,59320,5000,59319,5000,59319,4998,59320,4998
Feature,True,804,Polygon,59320,5000,59320,5001,59319,5001,59319,5000,59320,5000
Feature,True,805,Polygon,59320,5001,59320,5002,59319,5002,59319,5001,59320,5001
Feature,True,806,Polygon,59320,5002,59320,5003,59319,5003,59319,5002,59320,5002
Feature,True,807,Polygon,59320,5003,59320,5004,59319,5004,59319,5003,59320,5003
Feature,True,808,Polygon,59320,5004,59320,5006,59319,5006,59319,5004,59320,5004
Feature,True,809,Polygon,59320,5006,59320,5007,59319,5007,59319,5006,59320,5006
Feature,True,810,Polygon,59319,4954,59319,4955,59318,4955,59318,4954,59319,4954
Feature,True,811,Polygon,59319,4955,59319,4956,59318,4956,59318,4955,59319,4955
Feature,True,812,Polygon,59319,4956,59319,4957,59318,4957,59318,4956,59319,4956
Feature,True,813,Polygon,59319,4957,59319,4959,59318,4959,59318,4957,59319,4957
Feature,True,814,Polygon,59319,4959,59319,4960,59318,4960,59318,4959,59319,4959
Feature,True,815,Polygon,59319,4960,59319,4961,59318,4961,59318,4960,59319,4960
Feature,True,816,Polygon,59319,4961,59319,4962,59318,4962,59318,4961,59319,4961
Feature,True,817,Polygon,59319,4962,59319,4963,59318,4963,59318,4962,59319,4962
Feature,True,818,Polygon,59319,4963,59319,4965,59318,4965,59318,4963,59319,4963
Feature,True,819,Polygon,59319,4965,59319,4966,59318,4966,59318,4965,59319,4965
Feature,True,820,Polygon,59319,4966,59319,4967,59318,4967,59318,4966,59319,4966
Feature,True,821,Polygon,59319,4967,59319,4968,59318,4968,59318,4967,59319,4967
Feature,True,822,Polygon,59319,4968,59319,4969,59318,4969,59318,4968,59319,4968
Feature,True,823,Polygon,59319,4969,59319,4971,59318,4971,59318,4969,59319,4969
Feature,True,824,Polygon,59319,4971,59319,4972,59318,4972,59318,4971,59319,4971
Feature,True,825,Polygon,59319,4972,59319,4973,59318,4973,59318,4972,59319,4972
Feature,True,826,Polygon,59319,4973,59319,4974,59318,4974,59318,4973,59319,4973
Feature,True,827,Polygon,59319,4974,59319,4975,59318,4975,59318,4974,59319,4974
Feature,True,828,Polygon,59319,4975,59319,4977,59318,4977,59318,4975,59319,4975
Feature,True,829,Polygon,59319,4977,59319,4978,59318,4978,59318,4977,59319,4977
Feature,True,830,Polygon,59319,4978,59319,4979,59318,4979,59318,4978,59319,4978
Feature,True,831,Polygon,59319,4979,59319,4980,59318,4980,59318,4979,59319,4979
Feature,True,832,Polygon,59319,4980,59319,4981,59318,4981,59318,4980,59319,4980
Feature,True,833,Polygon,59319,4981,59319,4983,59318,4983,59318,4981,59319,4981
Feature,True,834,Polygon,59319,4983,59319,4984,59318,4984,59318,4983,59319,4983
Feature,True,835,Polygon,59319,4984,59319,4985,59318,4985,59318,4984,59319,4984
Feature,True,836,Polygon,59319,4985,59319,4986,59318,4986,59318,4985,59319,4985
Feature,True,837,Polygon,59319,4986,59319,4987,59318,4987,59318,4986,59319,4986
Feature,True,838,Polygon,59319,4987,59319,4989,59318,4989,59318,4987,59319,4987
Feature,True,839,Polygon,59319,4989,59319,4990,59318,4990,59318,4989,59319,4989
Feature,True,840,Polygon,59319,4990,59319,4991,59318,4991,59318,4990,59319,4990
Feature,True,841,Polygon,59319,4991,59319,4992,59318,4992,59318,4991,59319,4991
Feature,True,842,Polygon,59319,4992,59319,4993,59318,4993,59318,4992,59319,4992
Feature,True,843,Polygon,59319,4993,59319,4995,59318,4995,59318,4993,59319,4993
Feature,True,844,Polygon,59319,4995,59319,4996,59318,4996,59318,4995,59319,4995
Feature,True,845,Polygon,59319,4996,59319,4997,59318,4997,59318,4996,59319,4996
Feature,True,846,Polygon,59319,4997,59319,4998,59318,4998,59318,4997,59319,4997
Feature,True,847,Polygon,59319,4998,59319,5000,59318,5000,59318,4998,59319,4998
Feature,True,848,Polygon,59319,5000,59319,5001,59318,5001,59318,5000,59319,5000
Feature,True,849,Polygon,59319,5001,59319,5002,59318,5002,59318,5001,59319,5001
Feature,True,850,Polygon,59319,5002,59319,5003,59318,5003,59318,5002,59319,5002
Feature,True,851,Polygon,59319,5003,59319,5004,59318,5004,59318,5003,59319,5003
Feature,True,852,Polygon,59319,5004,59319,5006,59318,5006,59318,5004,59319,5004
Feature,True,853,Polygon,59318,4954,59318,4955,59317,4955,59317,4954,59318,4954
Feature,True,854,Polygon,59318,4955,59318,4956,59317,4956,59317,4955,59318,4955
Feature,True,855,Polygon,59318,4956,59318,4957,59317,4957,59317,4956,59318,4956
Feature,True,856,Polygon,59318,4957,59318,4959,59317,4959,59317,4957,59318,4957
Feature,True,857,Polygon,59318,4959,59318,4960,59317,4960,59317,4959,59318,4959
Feature,True,858,Polygon,59318,4960,59318,4961,59317,4961,59317,4960,59318,4960
Feature,True,859,Polygon,59318,4961,59318,4962,59317,4962,59317,4961,59318,4961
Feature,True,860,Polygon,59318,4962,59318,4963,59317,4963,59317,4962,59318,4962
Feature,True,861,Polygon,59318,4963,59318,4965,59317,4965,59317,4963,59318,4963
Feature,True,862,Polygon,59318,4965,59318,4966,59317,4966,59317,4965,59318,4965
Feature,True,863,Polygon,59318,4966,59318,4967,59317,4967,59317,4966,59318,4966
Feature,True,864,Polygon,59318,4967,59318,4968,59317,4968,59317,4967,59318,4967
Feature,True,865,Polygon,59318,4968,59318,4969,59317,4969,59317,4968,59318,4968
Feature,True,866,Polygon,59318,4969,59318,4971,59317,4971,59317,4969,59318,4969
Feature,True,867,Polygon,59318,4971,59318,4972,59317,4972,59317,4971,59318,4971
Feature,True,868,Polygon,59318,4972,59318,4973,59317,4973,59317,4972,59318,4972
Feature,True,869,Polygon,59318,4973,59318,4974,59317,4974,59317,4973,59318,4973
Feature,True,870,Polygon,59318,4974,59318,4975,59317,4975,59317,4974,59318,4974
Feature,True,871,Polygon,59318,4975,59318,4977,59317,4977,59317,4975,59318,4975
Feature,True,872,Polygon,59318,4977,59318,4978,59317,4978,59317,4977,59318,4977
Feature,True,873,Polygon,59318,4978,59318,4979,59317,4979,59317,4978,59318,4978
Feature,True,874,Polygon,59318,4979,59318,4980,59317,4980,59317,4979,59318,4979
Feature,True,875,Polygon,59318,4980,59318,4981,59317,4981,59317,4980,59318,4980
Feature,True,876,Polygon,59318,4981,59318,4983,59317,4983,59317,4981,59318,4981
Feature,True,877,Polygon,59318,4983,59318,4984,59317,4984,59317,4983,59318,4983
Feature,True,878,Polygon,59318,4984,59318,4985,59317,4985,59317,4984,59318,4984
Feature,True,879,Polygon,59318,4985,59318,4986,59317,4986,59317,4985,59318,4985
Feature,True,880,Polygon,59318,4986,59318,4987,59317,4987,59317,4986,59318,4986
Feature,True,881,Polygon,59318,4987,59318,4989,59317,4989,59317,4987,59318,4987
Feature,True,882,Polygon,59318,4989,59318,4990,59317,4990,59317,4989,59318,4989
Feature,True,883,Polygon,59318,4990,59318,4991,59317,4991,59317,4990,59318,4990
Feature,True,884,Polygon,59318,4991,59318,4992,59317,4992,59317,4991,59318,4991
Feature,True,885,Polygon,59318,4992,59318,4993,59317,4993,59317,4992,59318,4992
Feature,True,886,Polygon,59318,4993,59318,4995,59317,4995,59317,4993,59318,4993
Feature,True,887,Polygon,59318,4995,59318,4996,59317,4996,59317,4995,59318,4995
Feature,True,888,Polygon,59318,4996,59318,4997,59317,4997,59317,4996,59318,4996
Feature,True,889,Polygon,59318,4997,59318,4998,59317,4998,59317,4997,59318,4997
Feature,True,890,Polygon,59318,4998,59318,5000,59317,5000,59317,4998,59318,4998
Feature,True,891,Polygon,59318,5000,59318,5001,59317,5001,59317,5000,59318,5000
Feature,True,892,Polygon,59318,5001,59318,5002,59317,5002,59317,5001,59318,5001
Feature,True,893,Polygon,59318,5002,59318,5003,59317,5003,59317,5002,59318,5002
Feature,True,894,Polygon,59318,5003,59318,5004,59317,5004,59317,5003,59318,5003
Feature,True,895,Polygon,59318,5004,59318,5006,59317,5006,59317,5004,59318,5004
Feature,True,896,Polygon,59317,4952,59317,4954,59316,4954,59316,4952,59317,4952
Feature,True,897,Polygon,59317,4954,59317,4955,59316,4955,59316,4954,59317,4954
Feature,True,898,Polygon,59317,4955,59317,4956,59316,4956,59316,4955,59317,4955
Feature,True,899,Polygon,59317,4956,59317,4957,59316,4957,59316,4956,59317,4956
Feature,True,900,Polygon,59317,4957,59317,4959,59316,4959,59316,4957,59317,4957
Feature,True,901,Polygon,59317,4959,59317,4960,59316,4960,59316,4959,59317,4959
Feature,True,902,Polygon,59317,4960,59317,4961,59316,4961,59316,4960,59317,4960
Feature,True,903,Polygon,59317,4961,59317,4962,59316,4962,59316,4961,59317,4961
Feature,True,904,Polygon,59317,4962,59317,4963,59316,4963,59316,4962,59317,4962
Feature,True,905,Polygon,59317,4963,59317,4965,59316,4965,59316,4963,59317,4963
Feature,True,906,Polygon,59317,4965,59317,4966,59316,4966,59316,4965,59317,4965
Feature,True,907,Polygon,59317,4966,59317,4967,59316,4967,59316,4966,59317,4966
Feature,True,908,Polygon,59317,4967,59317,4968,59316,4968,59316,4967,59317,4967
Feature,True,909,Polygon,59317,4968,59317,4969,59316,4969,59316,4968,59317,4968
Feature,True,910,Polygon,59317,4969,59317,4971,59316,4971,59316,4969,59317,4969
Feature,True,911,Polygon,59317,4971,59317,4972,59316,4972,59316,4971,59317,4971
Feature,True,912,Polygon,59317,4972,59317,4973,59316,4973,59316,4972,59317,4972
Feature,True,913,Polygon,59317,4973,59317,4974,59316,4974,59316,4973,59317,4973
Feature,True,914,Polygon,59317,4974,59317,4975,59316,4975,59316,4974,59317,4974
Feature,True,915,Polygon,59317,4975,59317,4977,59316,4977,59316,4975,59317,4975
Feature,True,916,Polygon,59317,4977,59317,4978,59316,4978,59316,4977,59317,4977
Feature,True,917,Polygon,59317,4978,59317,4979,59316,4979,59316,4978,59317,4978
Feature,True,918,Polygon,59317,4979,59317,4980,59316,4980,59316,4979,59317,4979
Feature,True,919,Polygon,59317,4980,59317,4981,59316,4981,59316,4980,59317,4980
Feature,True,920,Polygon,59317,4981,59317,4983,59316,4983,59316,4981,59317,4981
Feature,True,921,Polygon,59317,4983,59317,4984,59316,4984,59316,4983,59317,4983
Feature,True,922,Polygon,59317,4984,59317,4985,59316,4985,59316,4984,59317,4984
Feature,True,923,Polygon,59317,4985,59317,4986,59316,4986,59316,4985,59317,4985
Feature,True,924,Polygon,59317,4986,59317,4987,59316,4987,59316,4986,59317,4986
Feature,True,925,Polygon,59317,4987,59317,4989,59316,4989,59316,4987,59317,4987
Feature,True,926,Polygon,59317,4989,59317,4990,59316,4990,59316,4989,59317,4989
Feature,True,927,Polygon,59317,4990,59317,4991,59316,4991,59316,4990,59317,4990
Feature,True,928,Polygon,59317,4991,59317,4992,59316,4992,59316,4991,59317,4991
Feature,True,929,Polygon,59317,4992,59317,4993,59316,4993,59316,4992,59317,4992
Feature,True,930,Polygon,59317,4993,59317,4995,59316,4995,59316,4993,59317,4993
Feature,True,931,Polygon,59317,4995,59317,4996,59316,4996,59316,4995,59317,4995
Feature,True,932,Polygon,59317,4996,59317,4997,59316,4997,59316,4996,59317,4996
Feature,True,933,Polygon,59317,4997,59317,4998,59316,4998,59316,4997,59317,4997
Feature,True,934,Polygon,59317,4998,59317,5000,59316,5000,59316,4998,59317,4998
Feature,True,935,Polygon,59317,5000,59317,5001,59316,5001,59316,5000,59317,5000
Feature,True,936,Polygon,59317,5001,59317,5002,59316,5002,59316,5001,59317,5001
Feature,True,937,Polygon,59317,5002,59317,5003,59316,5003,59316,5002,59317,5002
Feature,True,938,Polygon,59317,5003,59317,5004,59316,5004,59316,5003,59317,5003
Feature,True,939,Polygon,59317,5004,59317,5006,59316,5006,59316,5004,59317,5004
Feature,True,940,Polygon,59316,4952,59316,4954,59314,4954,59314,4952,59316,4952
Feature,True,941,Polygon,59316,4954,59316,4955,59314,4955,59314,4954,59316,4954
Feature,True,942,Polygon,59316,4955,59316,4956,59314,4956,59314,4955,59316,4955
Feature,True,943,Polygon,59316,4956,59316,4957,59314,4957,59314,4956,59316,4956
Feature,True,944,Polygon,59316,4957,59316,4959,59314,4959,59314,4957,59316,4957
Feature,True,945,Polygon,59316,4959,59316,4960,59314,4960,59314,4959,59316,4959
Feature,True,946,Polygon,59316,4960,59316,4961,59314,4961,59314,4960,59316,4960
Feature,True,947,Polygon,59316,4961,59316,4962,59314,4962,59314,4961,59316,4961
Feature,True,948,Polygon,59316,4962,59316,4963,59314,4963,59314,4962,59316,4962
Feature,True,949,Polygon,59316,4963,59316,4965,59314,4965,59314,4963,59316,4963
Feature,True,950,Polygon,59316,4965,59316,4966,59314,4966,59314,4965,59316,4965
Feature,True,951,Polygon,59316,4966,59316,4967,59314,4967,59314,4966,59316,4966
Feature,True,952,Polygon,59316,4967,59316,4968,59314,4968,59314,4967,59316,4967
Feature,True,953,Polygon,59316,4968,59316,4969,59314,4969,59314,4968,59316,4968
Feature,True,954,Polygon,59316,4969,59316,4971,59314,4971,59314,4969,59316,4969
Feature,True,955,Polygon,59316,4971,59316,4972,59314,4972,59314,4971,59316,4971
Feature,True,956,Polygon,59316,4972,59316,4973,59314,4973,59314,4972,59316,4972
Feature,True,957,Polygon,59316,4973,59316,4974,59314,4974,59314,4973,59316,4973
Feature,True,958,Polygon,59316,4974,59316,4975,59314,4975,59314,4974,59316,4974
Feature,True,959,Polygon,59316,4975,59316,4977,59314,4977,59314,4975,59316,4975
Feature,True,960,Polygon,59316,4977,59316,4978,59314,4978,59314,4977,59316,4977
Feature,True,961,Polygon,59316,4978,59316,4979,59314,4979,59314,4978,59316,4978
Feature,True,962,Polygon,59316,4979,59316,4980,59314,4980,59314,4979,59316,4979
Feature,True,963,Polygon,59316,4980,59316,4981,59314,4981,59314,4980,59316,4980
Feature,True,964,Polygon,59316,4981,59316,4983,59314,4983,59314,4981,59316,4981
Feature,True,965,Polygon,59316,4983,59316,4984,59314,4984,59314,4983,59316,4983
Feature,True,966,Polygon,59316,4984,59316,4985,59314,4985,59314,4984,59316,4984
Feature,True,967,Polygon,59316,4985,59316,4986,59314,4986,59314,4985,59316,4985
Feature,True,968,Polygon,59316,4986,59316,4987,59314,4987,59314,4986,59316,4986
Feature,True,969,Polygon,59316,4987,59316,4989,59314,4989,59314,4987,59316,4987
Feature,True,970,Polygon,59316,4989,59316,4990,59314,4990,59314,4989,59316,4989
Feature,True,971,Polygon,59316,4990,59316,4991,59314,4991,59314,4990,59316,4990
Feature,True,972,Polygon,59316,4991,59316,4992,59314,4992,59314,4991,59316,4991
Feature,True,973,Polygon,59316,4992,59316,4993,59314,4993,59314,4992,59316,4992
Feature,True,974,Polygon,59316,4993,59316,4995,59314,4995,59314,4993,59316,4993
Feature,True,975,Polygon,59316,4995,59316,4996,59314,4996,59314,4995,59316,4995
Feature,True,976,Polygon,59316,4996,59316,4997,59314,4997,59314,4996,59316,4996
Feature,True,977,Polygon,59316,4997,59316,4998,59314,4998,59314,4997,59316,4997
Feature,True,978,Polygon,59316,4998,59316,5000,59314,5000,59314,4998,59316,4998
Feature,True,979,Polygon,59316,5000,59316,5001,59314,5001,59314,5000,59316,5000
Feature,True,980,Polygon,59316,5001,59316,5002,59314,5002,59314,5001,59316,5001
Feature,True,981,Polygon,59316,5002,59316,5003,59314,5003,59314,5002,59316,5002
Feature,True,982,Polygon,59316,5003,59316,5004,59314,5004,59314,5003,59316,5003
Feature,True,983,Polygon,59316,5004,59316,5006,59314,5006,59314,5004,59316,5004
Feature,True,984,Polygon,59314,4954,59314,4955,59313,4955,59313,4954,59314,4954
